"country","job","gender","clicks","impressions","ctr","datetime","time","impr_rel"
"FR","Hairdresser","undetermined",9,1209,0.0074,2020-09-01 19:28:55,3.22660499996609,0.26362843436546
"FR","Legal Counsel","female",15,2060,0.0073,2020-09-01 19:28:55,3.22660499996609,0.387801204819277
"FR","Legal Counsel","undetermined",4,1529,0.0026,2020-09-01 19:28:55,3.22660499996609,0.287838855421687
"FR","Nurse","undetermined",3,1488,0.002,2020-09-01 19:28:55,3.22660499996609,0.297362110311751
"FR","Truck driver","female",21,1991,0.0105,2020-09-01 19:28:55,3.22660499996609,0.319993571198971
"FR","Truck driver","undetermined",4,1887,0.0021,2020-09-01 19:28:55,3.22660499996609,0.30327868852459
"FR","Legal Counsel","male",12,1723,0.007,2020-09-01 19:28:55,3.22660499996609,0.324359939759036
"FR","Truck driver","male",10,2344,0.0043,2020-09-01 19:28:55,3.22660499996609,0.376727740276438
"FR","Machine Learning","undetermined",7,1111,0.0063,2020-09-01 19:28:55,3.22660499996609,0.307075732448867
"FR","Nurse","male",10,1744,0.0057,2020-09-01 19:28:55,3.22660499996609,0.348521183053557
"FR","Nurse","female",20,1772,0.0113,2020-09-01 19:28:55,3.22660499996609,0.354116706634692
